area_type,location,size,total_sqft,bath,balcony,price
2,Kammanahalli,5,2845,5.0,1.0,140.0
0,Hebbal,3,3450,5.0,2.0,260.0
0,Munnekollal,2,1102,2.0,2.0,53.67
0,Yelahanka,2,1350,2.0,2.0,54.0
0,Banashankari,3,1200,2.0,2.0,42.0
1,Hosa Road,6,1300,6.0,0.0,145.0
1,Herohalli,2,1800,1.0,1.0,80.0
2,Chikkabanavar,2,950,2.0,1.0,40.0
0,Kanakpura Road,1,525,1.0,1.0,27.25
2,Attibele,2,656,2.0,1.0,25.0
1,Marathahalli,4,1780,4.0,3.0,175.0
0,3rd Block Hrbr Layout,2,1056,2.0,1.0,80.0
0,Bannerghatta Road,1,595,1.0,1.0,33.32
2,Ittamadu,2,1080,2.0,2.0,50.0
0,7th Phase JP Nagar,3,2225,3.0,1.0,160.0
0,Bommasandra,2,1126,2.0,1.0,28.15
0,Electronics City Phase 1,3,1490,3.0,1.0,84.0
1,HRBR Layout,4,2000,4.0,1.0,300.0
0,Sarjapur  Road,3,1550,3.0,3.0,100.0
2,Ashwini layout,2,1160,2.0,1.0,55.0
2,Whitefield,4,4144,4.0,3.0,315.0
0,Sarjapur  Road,3,2100,3.0,2.0,125.0
0,Vittasandra,2,1404,2.0,1.0,69.3
1,Sarjapur  Road,4,2230,4.0,3.0,225.0
0,Banashankari Stage III,3,1305,2.0,1.0,58.7
0,Marathahalli,2,1230,2.0,2.0,80.0
1,T.C PALYA,2,1200,2.0,0.0,65.0
0,Harlur,3,1460,3.0,1.0,73.0
2,Gottigere,2,967,2.0,3.0,45.0
2,Byatarayanapura,1,540,1.0,1.0,36.0
0,Hormavu,1,715,1.0,2.0,46.0
0,Whitefield,3,2500,3.0,2.0,313.0
0,Dooravani Nagar,3,1578,3.0,1.0,180.0
0,Mysore Road,2,1020,2.0,1.0,48.95
0,Jigani,2,1020,2.0,1.0,40.0
0,Koramangala,2,1253,2.0,1.0,102.0
0,JCR Layout,2,1180,2.0,2.0,42.0
0,Nehru Nagar,2,961,2.0,2.0,38.0
2,Kanakapura,3,1419,3.0,3.0,75.0
0,Harlur,3,1709,3.0,2.0,150.0
1,Papareddipalya,2,1600,2.0,0.0,115.0
0,Venkatapura,1,416,1.0,1.0,18.5
3,Sanjay nagar,2,1100,2.0,2.0,98.0
0,HSR Layout,3,1430,2.0,1.0,65.0
0,Sneha Colony,2,1260,2.0,2.0,45.0
2,RMV Extension,3,1630,3.0,2.0,85.0
0,Sarjapur  Road,3,1249,3.0,2.0,44.71
0,Kalena Agrahara,3,1450,2.0,3.0,85.0
0,Konanakunte,3,2791,3.0,1.0,223.0
0,Hosapalya,1,600,1.0,0.0,90.0
2,Ashwini layout,1,834,1.0,1.0,60.0
1,Doddagubbi,3,1125,4.0,1.0,70.0
0,Arekere,3,2060,3.0,2.0,140.0
2,Gottigere,2,891,2.0,1.0,25.0
0,Raja Rajeshwari Nagar,2,1133,2.0,1.0,49.07
2,Bisuvanahalli,3,1075,2.0,1.0,37.0
0,Sector 6 HSR Layout,4,3000,5.0,2.0,260.0
1,Brookefield,4,2440,5.0,2.0,425.0
2,Vidyaranyapura,2,1200,2.0,2.0,55.0
0,Thanisandra,2,1075,2.0,2.0,45.8
0,Kaggadasapura,2,1140,2.0,2.0,40.0
1,Margondanahalli,5,940,4.0,2.0,150.0
1,ITI Layout,6,2160,5.0,1.0,250.0
0,Raja Rajeshwari Nagar,2,1090,2.0,1.0,42.0
2,R.T. Nagar,4,1500,4.0,1.0,70.0
0,Whitefield,4,4104,4.0,2.0,360.0
0,Hebbal,3,1920,3.0,2.0,134.0
2,HRBR Layout,2,1374,2.0,2.0,95.0
3,Bannerghatta Road,3,1445,3.0,2.0,95.0
0,Kanakapura,1,711,1.0,1.0,36.0
0,Tumkur Road,3,1500,3.0,3.0,95.0
0,Whitefield,3,1720,3.0,3.0,100.0
0,Vasanthapura,3,1400,3.0,2.0,60.0
2,Kundalahalli,2,1030,2.0,2.0,49.0
0,Mysore Road,2,1200,2.0,1.0,85.0
3,Hosahalli,3,1375,3.0,2.0,70.0
0,Jalahalli,3,2250,3.0,2.0,160.0
0,Bellandur,2,1000,2.0,2.0,50.0
0,Jalahalli West,1,469,1.0,0.0,25.0
0,Marathahalli,4,3800,4.0,3.0,250.0
0,Kambipura,2,883,2.0,1.0,29.0
0,GM Palaya,3,1820,2.0,3.0,86.0
2,Singasandra,3,1440,2.0,3.0,65.0
0,near Ramanashree California resort,6,3600,4.0,1.0,160.0
2,Malleshwaram,4,2500,5.0,2.0,325.0
0,Mahadevpura,2,1225,2.0,2.0,48.0
1,"6th block banashankari 3rd stage, 100 feet ORR",3,4000,3.0,1.0,660.0
3,Chikkalasandra,2,875,2.0,3.0,52.8
0,Jalahalli East,1,750,1.0,2.0,40.0
0,6th Phase JP Nagar,2,1180,2.0,3.0,80.0
0,Haralur Road,2,1194,2.0,2.0,47.0
0,Hennur Road,3,1500,2.0,2.0,62.0
0,Poornapragna Housing Society Layout,2,1160,2.0,2.0,52.2
0,Hosakerehalli,3,2378,3.0,1.0,262.0
0,Sarjapur,2,1128,2.0,1.0,60.0
0,Hebbal,3,1500,3.0,1.0,150.0
2,Huskur,3,1220,2.0,1.0,35.23
0,Sarjapur  Road,2,1210,2.0,2.0,58.0
0,Kanakpura Road,3,1100,2.0,1.0,58.0
0,Bommasandra,3,1200,3.0,2.0,46.0
0,Nagondanahalli,3,1641,3.0,2.0,66.0
0,Horamavu Agara,2,1200,2.0,1.0,45.0
0,Raja Rajeshwari Nagar,2,1260,2.0,1.0,67.39
0,Mahadevpura,3,1720,3.0,3.0,78.0
0,Yelahanka,2,1210,2.0,1.0,45.98
2,Indira Nagar,4,2200,4.0,2.0,200.0
0,Bisuvanahalli,3,1075,2.0,1.0,45.0
2,Thanisandra,3,1702,3.0,2.0,130.0
0,Shanthala Nagar,2,1630,2.0,2.0,200.0
0,Raja Rajeshwari Nagar,2,1141,2.0,2.0,38.55
0,Shantiniketan Layout,3,2072,3.0,2.0,108.0
2,Herohalli,3,1200,2.0,0.0,70.0
0,Teachers Colony,3,1350,3.0,0.0,77.0
0,Srinivasa Nagar,3,1180,2.0,2.0,78.34
0,Langford Town,2,1355,2.0,2.0,115.0
1,Sulthangunta,1,600,1.0,0.0,50.0
0,Bannerghatta Road,3,1640,2.0,1.0,120.0
1,Byrathi Village,5,1200,5.0,0.0,100.0
0,Kodichikkanahalli,3,1190,2.0,2.0,57.0
1,OMBR Layout,4,2400,4.0,2.0,375.0
0,Marathahalli,2,1019,2.0,2.0,49.85
0,Ambedkar Colony,3,1875,3.0,2.0,165.0
0,Akshaya Nagar,3,1250,3.0,2.0,40.0
1,Brookefield,3,1200,3.0,2.0,140.0
0,Whitefield,2,1140,2.0,1.0,56.0
0,Lingadheeranahalli,3,1683,3.0,1.0,109.0
0,Hoodi,4,2118,4.0,2.0,111.0
2,Bannerghatta Road,4,1380,3.0,0.0,58.0
0,Varthur Road,2,1083,2.0,2.0,61.75
1,Anjappa Layout,2,600,2.0,1.0,55.0
2,Avalahalli,3,2300,3.0,3.0,120.0
0,Prakruthi Nagar,2,1240,2.0,2.0,60.0
0,Surabhi Layout,3,1750,3.0,1.0,120.0
1,Anjanapura,3,1500,3.0,1.0,139.0
0,Abbigere,2,985,2.0,1.0,40.39
1,Tindlu,3,1500,2.0,1.0,87.0
2,Electronic City,2,1125,2.0,1.0,32.49
2,Maruthi Sevanagar,2,950,2.0,1.0,44.0
0,Kothanur,3,1580,3.0,3.0,76.0
1,B Narayanapura,3,1092,2.0,1.0,98.5
2,Electronic City Phase II,2,1090,2.0,1.0,28.34
2,Hennur Road,3,2264,3.0,1.0,159.0
0,Dommasandra,3,1033,2.0,2.0,25.53
0,Kammasandra,2,810,2.0,2.0,24.5
0,Green Garden Layout,2,1045,2.0,0.0,45.0
0,Hebbal,2,1337,2.0,1.0,82.0
0,Chandapura,2,1200,2.0,2.0,32.0
0,Koramangala,3,1580,3.0,2.0,160.0
0,Begur Road,3,1500,2.0,3.0,54.0
0,Whitefield,3,1640,4.0,2.0,91.0
0,Silver Springs Layout,3,1570,3.0,2.0,62.0
0,Gubbalala,3,1470,2.0,2.0,82.0
0,Kengeri,2,1160,2.0,2.0,40.61
2,7th Phase JP Nagar,2,1050,2.0,1.0,71.0
0,Dairy Circle,3,1855,3.0,1.0,225.0
0,Bannerghatta Road,3,1460,2.0,1.0,90.0
2,Hulimavu,3,1823,3.0,2.0,100.0
0,Electronic City,2,1094,2.0,2.0,42.0
0,Budigere,2,1153,2.0,2.0,57.0
2,Hoysalanagar,3,1325,3.0,1.0,57.0
1,Parappana Agrahara,4,1200,3.0,2.0,85.0
2,Jakkur,3,1590,2.0,2.0,125.0
1,Jeevan bima nagar,5,1210,4.0,2.0,160.0
1,Raja Rajeshwari Nagar,4,1200,4.0,0.0,220.0
0,Narayana Nagar 1st Block,2,1202,2.0,1.0,48.0
2,Haralur Road,2,1202,2.0,1.0,53.0
0,KSRTC Layout,2,1200,2.0,3.0,62.5
0,Panathur,3,1688,3.0,1.0,118.0
2,Kaval Byrasandra,2,1020,2.0,1.0,52.0
0,Sarjapur,2,1185,2.0,2.0,47.0
0,Ramagondanahalli,2,1235,2.0,1.0,52.04
0,Hosakerehalli,4,3205,5.0,1.0,500.0
0,Banashankari,2,1077,2.0,2.0,37.64
0,Kengeri Satellite Town,3,1415,2.0,3.0,66.0
0,EPIP Zone,3,2330,3.0,2.0,162.0
0,Whitefield,2,805,2.0,2.0,35.0
2,P&T Colony,1,425,1.0,0.0,20.03
0,Whitefield,2,1155,2.0,3.0,59.95
0,Cunningham Road,4,5270,4.0,3.0,1250.0
0,Anekal,2,656,2.0,1.0,22.0
2,New Gurappana Palya,2,1100,2.0,0.0,48.0
0,Mahadevpura,2,1150,2.0,3.0,52.0
1,Chelekare,1,600,1.0,1.0,60.0
0,Ambedkar Colony,2,1468,2.0,1.0,140.0
1,Palanahalli,4,4300,5.0,2.0,550.0
0,Whitefield,3,2280,4.0,2.0,126.0
0,Hegde Nagar,2,1341,2.0,1.0,97.0
0,Jakkur,2,1279,2.0,1.0,77.0
0,Electronic City Phase II,4,2225,4.0,0.0,98.88
0,Thanisandra,2,1185,2.0,2.0,43.51
0,Vadarpalya,3,1750,3.0,2.0,85.0
0,Kudlu,2,1152,2.0,1.0,53.5
1,Shivanagar,5,1000,4.0,1.0,160.0
0,Hulimavu,2,1300,2.0,3.0,36.0
1,Varthur Road,4,2760,4.0,2.0,155.0
0,5th Phase JP Nagar,2,1070,2.0,2.0,39.0
0,Uttarahalli,2,1101,2.0,0.0,45.0
0,V.V Puram,2,775,2.0,1.0,55.0
0,Yeshwanthpur,1,667,1.0,1.0,36.85
0,Electronic City,2,1070,2.0,1.0,55.0
2,Old Airport Road,3,1875,2.0,2.0,110.0
0,Kundalahalli,2,735,2.0,1.0,57.99
1,Sarjapur,5,4360,4.0,1.0,90.0
0,Koramangala,3,1750,3.0,2.0,130.0
0,Marathahalli,2,1215,2.0,1.0,67.0
1,Sector 3 HSR Layout,9,600,9.0,3.0,190.0
0,Vishwapriya Layout,2,820,2.0,1.0,30.0
0,Battarahalli,3,1779,3.0,2.0,89.61
2,HMT Layout,2,1105,2.0,2.0,58.0
0,Whitefield,3,1650,3.0,2.0,60.0
0,Jalahalli,2,1694,2.0,2.0,150.0
0,Hosakerehalli,3,2376,3.0,1.0,203.0
0,Cox Town,3,1975,3.0,3.0,150.0
0,Kammasandra,2,674,2.0,1.0,33.0
0,Kaggadasapura,2,1185,2.0,1.0,41.0
0, Thanisandra,1,445,1.0,0.0,28.0
0,HSR Layout,3,1475,3.0,2.0,75.0
0,Gottigere,3,1618,3.0,3.0,82.5
0,Koramangala,2,1120,2.0,0.0,65.0
0,Marathahalli,4,2181,3.0,2.0,152.0
1,Vidyaranyapura,4,1200,4.0,0.0,90.0
1,Nagondanahalli,6,600,4.0,3.0,65.0
0,Bannerghatta Road,3,1556,2.0,1.0,59.13
0,Bannerghatta Road,2,1179,2.0,1.0,66.02
0,Thanisandra,2,1296,2.0,2.0,83.0
2,Kaggadasapura,2,1275,2.0,2.0,52.0
2,Kalasipalya,7,1875,2.0,2.0,300.0
0,Kathriguppe,3,1400,2.0,2.0,77.0
0,Gottigere,2,1222,2.0,1.0,63.0
0,Electronic City,2,940,2.0,1.0,41.0
0,Thanisandra,2,1185,2.0,2.0,42.6
0,Tumkur Road,3,1779,3.0,2.0,112.0
0,Begur Road,3,1615,3.0,2.0,59.76
0,Haralur Road,2,1056,2.0,1.0,61.0
0,7th Phase JP Nagar,2,1100,2.0,0.0,46.0
2,Arekere,2,920,2.0,1.0,40.0
0,ITI Layout,3,1602,2.0,0.0,75.0
2,Padmanabhanagar,2,1176,2.0,0.0,62.0
1,HBR Layout,4,675,3.0,1.0,59.0
0,Richmond Town,3,1352,3.0,0.0,135.0
2,Kasavanhalli,3,1717,3.0,3.0,99.0
0,Bhoganhalli,4,2119,4.0,3.0,111.0
0,Vittasandra,2,1246,2.0,1.0,67.3
0,Anandapura,2,1141,2.0,1.0,42.79
2,Hennur Road,2,1157,2.0,1.0,84.0
0,Chandapura,2,1025,2.0,2.0,27.68
2,Yelahanka New Town,1,650,1.0,2.0,33.0
0,Hebbal,2,1349,2.0,1.0,98.0
0,Narayanapura,3,1566,3.0,1.0,83.3
0,Sahakara Nagar,4,2830,3.0,3.0,195.0
2,Electronic City,3,1320,2.0,1.0,38.13
0,manyata park,3,1780,3.0,1.0,84.83
0,Varthur,2,1091,2.0,1.0,34.9
0,Rachenahalli,4,3670,4.0,3.0,300.0
2,7th Phase JP Nagar,2,918,2.0,1.0,50.49
0,Yeshwanthpur,4,1950,4.0,0.0,130.0
0,Panathur,3,1695,3.0,1.0,90.0
0,Yelahanka,3,1705,3.0,2.0,95.0
2,Kalyan nagar,3,1375,3.0,2.0,75.0
0,Kanakpura Road,1,525,1.0,1.0,30.0
2,Whitefield,2,1447,2.0,1.0,83.0
0,Thanisandra,2,1114,2.0,1.0,39.0
0,7th Phase JP Nagar,3,1450,2.0,1.0,100.0
0,Belathur,2,460,1.0,0.0,15.0
2,Vasanthapura,2,1022,2.0,2.0,40.0
2,Hebbal,2,1000,2.0,2.0,45.0
0,Electronic City,2,1128,2.0,1.0,68.75
0,Kanakpura Road,2,1180,2.0,2.0,57.0
2,TC Palaya,6,1000,6.0,1.0,69.0
1,Nagarbhavi,2,1200,2.0,1.0,150.0
0,Sadashiva Nagar,3,3761,3.0,2.0,660.0
0,Kanakpura Road,2,1339,2.0,3.0,75.0
0,Yelachenahalli,3,1400,2.0,3.0,55.0
0,7th Phase JP Nagar,2,1040,2.0,1.0,39.52
0,Kadugodi,2,1198,2.0,2.0,58.0
0,Sarjapur  Road,3,1691,3.0,2.0,113.0
0,Bisuvanahalli,3,1075,3.0,2.0,36.0
0,1st Block Jayanagar,3,1630,3.0,2.0,194.0
0,8th Phase JP Nagar,3,1240,3.0,2.0,43.5
0,Mallasandra,3,1665,3.0,2.0,86.58
2,Brookefield,2,1142,2.0,2.0,70.0
0,Kodbisanhalli,3,1976,3.0,1.0,184.0
0,Kothannur,3,1853,3.0,2.0,82.0
1,Vijayanagar,8,600,4.0,1.0,72.0
0,Kasturi Nagar,2,1567,2.0,2.0,92.0
0,Talaghattapura,2,1090,2.0,1.0,27.24
1,Raja Rajeshwari Nagar,6,1200,4.0,2.0,125.0
1,Indiranagar HAL 2nd Stage,4,2400,4.0,1.0,640.0
0,Electronics City Phase 1,2,1175,2.0,2.0,51.47
2,Subramanyapura,2,1200,2.0,2.0,52.0
2,Kodichikkanahalli,2,995,2.0,1.0,41.0
0,Magadi Road,2,884,2.0,1.0,41.1
1,Vishwanatha Nagenahalli,5,900,3.0,2.0,80.0
2,Yeshwanthpur,2,1170,2.0,2.0,57.0
0,KR Puram,2,1225,2.0,1.0,46.55
0,Electronic City,2,1342,2.0,1.0,73.3
2,Uttarahalli,2,1345,2.0,1.0,67.0
2,Kodigehaali,3,1320,3.0,0.0,65.0
0,Raja Rajeshwari Nagar,2,1140,2.0,1.0,49.39
0,Battarahalli,2,1300,2.0,1.0,50.0
0,Hosa Road,3,1652,3.0,2.0,85.0
0,Thigalarapalya,3,2072,4.0,2.0,142.0
0,Electronic City,3,1360,2.0,1.0,71.0
0,Hosur Road,3,1145,2.0,2.0,60.0
2,Uttarahalli,3,1540,2.0,0.0,40.0
0,Sarjapur  Road,2,1278,2.0,2.0,95.0
0,Electronic City Phase II,1,630,1.0,1.0,40.0
0,Kanakpura Road,3,1100,3.0,2.0,58.0
1,Bendiganahalli,3,1200,3.0,0.0,95.0
2,Hosakerehalli Layout,7,2500,6.0,2.0,115.0
0,Chandapura,2,1015,2.0,2.0,25.88
2,Hosur Road,5,3300,5.0,2.0,240.0
1,Basaveshwara Nagar,5,4500,5.0,1.0,415.0
0,Gunjur,3,1356,2.0,3.0,66.0
0,Hennagara,2,823,2.0,1.0,28.0
1,TC Palaya,3,1200,2.0,0.0,66.0
2,Ramamurthy Nagar,2,1050,2.0,0.0,37.0
0,Ferrar Nagar,2,1180,2.0,1.0,69.0
0,Whitefield,2,1116,2.0,3.0,51.91
0,7th Phase JP Nagar,2,1070,2.0,1.0,42.79
0,Varthur,2,1385,2.0,3.0,80.0
1,Varthur,1,1000,1.0,1.0,70.0
2,Whitefield,3,1897,3.0,2.0,130.0
0,Magadi Road,2,1005,2.0,1.0,55.78
0,Green Glen Layout,3,1575,3.0,2.0,125.0
0,Subramanyapura,2,975,2.0,1.0,65.0
0,Hennur Road,3,1904,3.0,2.0,120.0
0,Kengeri Satellite Town,1,930,1.0,1.0,30.0
0,Kanakpura Road,1,525,1.0,1.0,26.0
0,BAGUR,1,686,1.0,1.0,17.0
1,Electronic City Phase II,2,2400,3.0,1.0,150.0
1,8th block Koramangala,2,1410,1.0,0.0,233.0
2,Sarjapur  Road,3,2238,3.0,1.0,140.0
0,Harlur,2,1174,2.0,1.0,69.0
2,Thubarahalli,4,3800,4.0,3.0,239.0
0,Whitefield,3,2225,2.0,1.0,125.0
0,M.G Road,2,1250,2.0,0.0,200.0
0,Jigani,2,918,2.0,2.0,52.0
0,Mahadevpura,2,1250,2.0,3.0,52.0
2,Marathahalli,2,1170,2.0,3.0,53.0
0,Byatarayanapura,1,1300,1.0,0.0,200.0
2,Bannerghatta Road,2,793,2.0,1.0,45.0
0,Jakkur,3,1710,3.0,2.0,107.0
0,Kambipura,3,1082,2.0,1.0,57.5
0,Naganathapura,2,1001,2.0,2.0,33.03
0,Yelahanka,3,1590,2.0,1.0,54.0
0,Basavanagara,3,2400,2.0,0.0,80.0
0,Horamavu Banaswadi,3,1554,3.0,2.0,55.0
0,Bellandur,5,4239,5.0,2.0,423.0
2,Konanakunte,2,884,1.0,0.0,58.0
0,Hosa Road,2,1045,2.0,1.0,98.89
0,Marathahalli,2,1019,2.0,2.0,49.86
0,Ambedkar Nagar,3,1935,4.0,2.0,130.0
0,Uttarahalli,3,1135,2.0,2.0,39.73
0,Lakshminarayana Pura,3,1680,3.0,2.0,150.0
0,Hebbal,4,2470,5.0,2.0,247.0
0,1st Phase JP Nagar,4,2825,4.0,3.0,250.0
0,Hosakerehalli,3,2480,3.0,1.0,330.0
1,Ramamurthy Nagar,5,1800,4.0,3.0,187.0
2,Kasavanhalli,3,1799,3.0,3.0,90.0
2,Attibele,1,400,1.0,1.0,11.0
2,Kundalahalli,2,1047,2.0,1.0,82.0
0,Kaverappa Layout,2,1282,2.0,2.0,87.0
0,NGR Layout,2,1020,2.0,1.0,45.9
1,Kammanahalli,4,1080,3.0,1.0,155.0
0,Whitefield,2,1495,2.0,1.0,79.5
2,Kasavanhalli,4,3260,4.0,1.0,240.0
0,Divya Unnathi Layout,3,1611,2.0,2.0,64.44
0,Koramangala,4,3500,5.0,2.0,425.0
2,Vasantha Vallabha Nagar,3,1500,2.0,2.0,95.0
0,Sahakara Nagar,3,1500,2.0,2.0,95.0
0,Uttarahalli,3,1540,3.0,0.0,50.0
0,Hosa Road,3,1639,3.0,1.0,80.0
0,Raja Rajeshwari Nagar,2,1303,2.0,2.0,55.79
0,Koramangala,2,1005,1.0,1.0,110.0
0,Chandapura,3,1305,3.0,1.0,33.28
1,Kothannur,3,600,4.0,0.0,95.0
0,sapthagiri Layout,2,1300,1.0,1.0,115.0
0,Brookefield,3,1440,2.0,3.0,68.0
0,Seegehalli,2,901,2.0,1.0,35.14
0,Rajaji Nagar,3,1725,3.0,3.0,200.0
2,Sarjapur,3,900,2.0,1.0,42.0
0,BEML Layout,2,1060,2.0,1.0,55.0
0,NGR Layout,2,1020,2.0,1.0,48.45
0,Varthur,3,1535,3.0,2.0,65.99
2,Alur,1,530,1.0,1.0,20.0
0,Haralur Road,3,1464,3.0,2.0,56.0
0,Devarabisanahalli,2,1350,2.0,3.0,80.0
0,Sarjapur  Road,2,1115,2.0,2.0,50.0
0,Uttarahalli,2,1175,2.0,2.0,47.0
2,Whitefield,2,1113,2.0,1.0,62.0
1,Uttarahalli,6,1200,4.0,2.0,225.0
1,Ramamurthy Nagar,5,1640,4.0,3.0,240.0
2,Giri Nagar,2,650,2.0,0.0,42.0
0,Marathahalli,2,1325,2.0,2.0,71.55
2,Electronics City Phase 1,2,950,2.0,3.0,31.0
0,Jakkur,3,1396,2.0,1.0,86.51
0,Rachenahalli,2,1050,2.0,2.0,52.07
0,Thanisandra,3,1825,3.0,2.0,100.0
0,7th Phase JP Nagar,2,1190,2.0,1.0,49.98
0,Marathahalli,2,1220,2.0,1.0,56.5
0,NRI Layout,3,1565,2.0,2.0,75.0
0,Hennur Road,3,1891,3.0,1.0,109.0
2,Sidedahalli,2,900,2.0,0.0,27.0
0,Hosa Road,2,1161,2.0,1.0,55.15
1,Dwarka Nagar,8,2400,6.0,3.0,125.0
1,Rajaji Nagar,4,315,4.0,2.0,90.0
0,Yeshwanthpur,1,665,1.0,1.0,36.85
0,Mysore Road,2,1175,2.0,1.0,73.5
2,Hoodi,2,1425,2.0,2.0,80.0
1,Chikkabanavar,1,1200,1.0,0.0,20.0
1,ITPL,3,1200,3.0,1.0,56.12
2,Somasundara Palya,2,1255,2.0,2.0,67.0
0,Raja Rajeshwari Nagar,1,600,1.0,1.0,22.0
0,Haralur Road,3,1810,3.0,2.0,100.0
0,Indira Nagar,2,1200,2.0,2.0,93.0
0,Harlur,2,1033,2.0,2.0,49.0
0,ITPL,3,1548,3.0,2.0,89.5
0,Horamavu Banaswadi,3,1611,3.0,3.0,66.0
2,Electronic City Phase II,3,1400,2.0,1.0,40.43
0,Vidyaranyapura,3,1485,2.0,2.0,67.0
2,Margondanahalli,2,2400,2.0,1.0,82.0
0,Pattandur Agrahara,2,1025,2.0,1.0,44.5
1,Thurahalli,4,600,3.0,2.0,65.0
2,5th Phase JP Nagar,2,1256,2.0,1.0,62.8
0,Whitefield,4,2268,3.0,2.0,163.0
0,Kanakpura Road,3,1100,3.0,2.0,53.0
0,Vadarpalya,2,1141,2.0,0.0,62.0
2,Attibele,1,400,1.0,1.0,12.0
1,Chandapura,2,1400,2.0,0.0,60.0
0,Raghavendra Nagar,2,1175,2.0,2.0,48.27
0,Sahakara Nagar,2,1100,2.0,1.0,56.0
0,Kanakpura Road,3,1843,3.0,2.0,95.84
1,1st Phase JP Nagar,8,1200,7.0,2.0,240.0
0,Horamavu Banaswadi,2,1460,2.0,1.0,80.5
0,Rachenahalli,3,1530,2.0,2.0,74.5
2,HSR Layout,2,1467,2.0,1.0,55.0
0,KR Layout,1,950,1.0,1.0,40.0
0,Vittasandra,2,1246,2.0,1.0,64.5
0,Kanakapura,1,711,1.0,1.0,38.0
0,Haralur Road,2,1194,2.0,2.0,46.0
0,Babusapalaya,3,1358,2.0,1.0,43.4
3,Nagasandra,6,1500,5.0,1.0,130.0
0,Hoodi,2,1420,2.0,2.0,75.0
0,Kathriguppe,3,1250,2.0,1.0,68.75
0,Nagappa Reddy Layout,2,1209,2.0,1.0,50.0
2,Kempapura,5,4200,5.0,2.0,225.0
1,BTM 1st Stage,4,1215,4.0,3.0,205.0
0,Panathur,3,1315,2.0,1.0,54.8
0,Kariyammana Agrahara,3,1800,3.0,3.0,90.0
2,Hessarghatta,5,1600,4.0,0.0,125.0
0,TC Palaya,3,1600,2.0,2.0,65.0
1,Binnamangala,6,3968,5.0,2.0,900.0
0,Suraksha Nagar,3,1563,3.0,2.0,52.0
0,Whitefield,3,1560,2.0,2.0,72.0
0,Rachenahalli,2,1050,2.0,2.0,55.5
0,Iblur Village,3,3235,3.0,1.0,235.0
1,TC Palaya,3,1200,3.0,0.0,66.0
0,HSR Layout,2,1140,2.0,2.0,46.0
1,7th Phase JP Nagar,3,1500,3.0,1.0,170.0
0,Horamavu Agara,3,1560,3.0,2.0,75.0
0,JP Nagar,2,1100,2.0,2.0,70.0
0,Kasavanhalli,3,1260,2.0,3.0,40.32
0,Hebbal,2,1036,2.0,1.0,50.0
2,Akshaya Nagar,3,1662,3.0,3.0,85.1
0,Yelachenahalli,3,1464,2.0,3.0,105.0
0,Yelahanka,2,1234,2.0,2.0,80.0
0,Sarjapur  Road,3,1403,3.0,1.0,55.0
1,Kadugondanahalli,4,915,4.0,1.0,54.9
1,2nd Stage Nagarbhavi,6,3000,8.0,3.0,451.0
0,Seegehalli,3,1150,2.0,2.0,42.9
2,Hebbal,4,3900,4.0,2.0,410.0
2,Yeshwanthpur,5,850,4.0,2.0,90.0
0,Kanakapura,2,929,2.0,1.0,46.0
1,2nd Stage Nagarbhavi,6,2400,8.0,3.0,450.0
1,TC Palaya,3,1350,2.0,1.0,75.0
0,Vasanthapura,2,1135,2.0,1.0,39.73
2,Basava Nagar,2,1405,2.0,2.0,70.0
1,Whitefield,2,1200,2.0,1.0,45.84
0,Haralur Road,4,2805,4.0,3.0,154.0
0,Yeshwanthpur,2,1161,2.0,2.0,64.08
0,Kanakpura Road,2,1290,2.0,3.0,74.0
0,Yeshwanthpur,3,2557,3.0,2.0,141.0
2,2nd Block Hrbr Layout,3,1480,3.0,2.0,90.0
0,Old Madras Road,3,1350,3.0,0.0,54.54
0,Kadugodi,3,1580,2.0,2.0,65.0
0,Banashankari,3,1470,2.0,1.0,88.64
0,Ananth Nagar,1,500,1.0,1.0,14.0
0,Sarjapur  Road,2,1346,2.0,1.0,61.92
0,Canara Bank Layout,3,1600,3.0,3.0,90.0
0,Naganathapura,2,720,2.0,1.0,120.0
1,Manjunath Nagar,4,1200,4.0,0.0,135.0
0,Basapura,2,1200,2.0,2.0,35.0
2,Channasandra,3,1340,2.0,2.0,48.33
0,Jigani,2,918,2.0,2.0,48.0
1,Singena Agrahara,3,1500,3.0,2.0,115.0
0,Yelahanka,2,1315,2.0,2.0,85.0
0,Uttarahalli,3,1390,2.0,2.0,62.55
0,Uttarahalli,3,1330,2.0,1.0,56.0
0,Mango Garden Layout,3,1824,3.0,3.0,125.0
0,7th Phase JP Nagar,3,1420,2.0,2.0,96.0
1,Kacharakanahalli,1,750,1.0,0.0,56.25
0,Jalahalli East,3,1260,2.0,1.0,60.0
0,Hennur Road,3,1561,3.0,2.0,95.0
1,5th Phase JP Nagar,9,812,6.0,3.0,165.0
0,"Bidere Agarahara, Behind Safal market",2,1060,2.0,2.0,42.0
1,Hoodi,8,1120,8.0,3.0,145.0
0,Haralur Road,2,1225,2.0,1.0,67.38
0,Thanisandra,3,2144,3.0,2.0,135.0
1,Kengeri,7,1200,6.0,2.0,140.0
0,Electronic City,2,880,2.0,2.0,29.0
0,Hoodi,3,1639,3.0,2.0,110.0
2,Thanisandra,3,1240,2.0,1.0,62.0
0,Kanakpura Road,2,1500,2.0,2.0,69.0
0,Haralur Road,2,1243,2.0,1.0,46.0
